event_id,user_id,timestamp,modality,match_score,device_id,location,attempt_count,outcome,session_duration_sec,is_fraud,fraud_pattern,hour,day_of_week,is_off_hours,user_score_mean,user_score_std,score_zscore,lat,lon,prev_location,prev_lat,prev_lon,mins_since_prev,travel_km,travel_speed_kmh,impossible_travel,log_travel_speed,log_mins_since_prev,anomaly_raw,if_flagged,rule_low_score,rule_rapid_retry,rule_off_hours,rule_score_zscore,other_rule_count,return_leg,rule_impossible_travel,rule_flag_count,rules_flagged,suppressed,alert,detected_by
beb79919-3f22-4af8-a3be-d01d43cf2fde,USR-0001,2024-01-02 10:56:00,fingerprint,0.8255,DEV-0006,New York,1,success,100,False,,10,1,0,0.8116689655172413,0.05242699253513872,0.2638151420470774,40.7128,-74.006,,,,,,0.0,0,0.0,10.673618922112436,0.08174129273738306,0,0,0,0,0,0,0,0,0,0,0,0,none
47378190-96da-4dac-b2ff-5d2a386ecbe0,USR-0001,2024-01-03 13:06:00,voice,0.7592,DEV-0023,New York,1,success,192,False,,13,2,0,0.8116689655172413,0.05242699253513872,-1.00080059870065,40.7128,-74.006,New York,40.7128,-74.006,1570.0,0.0,0.0,0,0.0,7.359467638255621,0.18263856613488594,0,0,0,0,0,0,0,0,0,0,0,0,none
451b4cf3-6123-4df7-b656-af7229d4beef,USR-0001,2024-01-03 13:24:00,keystroke_dynamics,0.8399,DEV-0034,New York,1,success,219,False,,13,2,0,0.8116689655172413,0.05242699253513872,0.5384828142456781,40.7128,-74.006,New York,40.7128,-74.006,18.0,0.0,0.0,0,0.0,2.9444389791664403,0.14235701207940238,0,0,0,0,0,0,0,0,0,0,0,0,none
f143262f-dc5c-4eed-8da0-365bf89897b9,USR-0001,2024-01-03 18:40:00,fingerprint,0.8203,DEV-0015,New York,1,success,170,False,,18,2,0,0.8116689655172413,0.05242699253513872,0.16462959375313835,40.7128,-74.006,New York,40.7128,-74.006,316.0,0.0,0.0,0,0.0,5.75890177387728,0.19144056765537898,0,0,0,0,0,0,0,0,0,0,0,0,none
1d53434b-b881-49b9-ae27-0da702f06b90,USR-0001,2024-01-03 21:02:00,voice,0.7351,DEV-0005,New York,1,success,163,False,,21,2,0,0.8116689655172413,0.05242699253513872,-1.4604874667552539,40.7128,-74.006,New York,40.7128,-74.006,142.0,0.0,0.0,0,0.0,4.962844630259907,0.12202722350494977,0,0,0,0,0,0,0,0,0,0,0,0,none
b8db0672-f42d-47cc-80d4-af5974273ca3,USR-0001,2024-01-04 08:42:00,keystroke_dynamics,0.8355,DEV-0023,New York,1,success,177,False,,8,3,0,0.8116689655172413,0.05242699253513872,0.454556581073884,40.7128,-74.006,New York,40.7128,-74.006,700.0,0.0,0.0,0,0.0,6.55250788703459,0.18173584300722245,0,0,0,0,0,0,0,0,0,0,0,0,none
23b8c1e9-3924-46de-beb1-3b9046685257,USR-0001,2024-01-04 17:47:00,fingerprint,0.8589,DEV-0038,New York,1,success,240,False,,17,3,0,0.8116689655172413,0.05242699253513872,0.9008915483966108,40.7128,-74.006,New York,40.7128,-74.006,545.0,0.0,0.0,0,0.0,6.302618975744905,0.1638999228499941,0,0,0,0,0,0,0,0,0,0,0,0,none
ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,USR-0001,2024-01-06 14:00:00,voice,0.8157,DEV-0033,New York,1,success,220,False,,14,5,0,0.8116689655172413,0.05242699253513872,0.07688853180080645,40.7128,-74.006,New York,40.7128,-74.006,2653.0,0.0,0.0,0,0.0,7.8838232148921525,0.18280646127445754,0,0,0,0,0,0,0,0,0,0,0,0,none
1a2a73ed-562b-4f79-8374-59eef50bea63,USR-0001,2024-01-07 18:04:00,fingerprint,0.7873,DEV-0043,New York,1,success,184,False,,18,6,0,0.8116689655172413,0.05242699253513872,-0.4648171550353236,40.7128,-74.006,New York,40.7128,-74.006,1684.0,0.0,0.0,0,0.0,7.429520842786462,0.18914609177065012,0,0,0,0,0,0,0,0,0,0,0,0,none
17fc695a-07a0-4a6e-8822-e8f36c031199,USR-0001,2024-01-07 18:41:00,keystroke_dynamics,0.7918,DEV-0015,New York,1,success,201,False,,18,6,0,0.8116689655172413,0.05242699253513872,-0.37898350747326165,40.7128,-74.006,New York,40.7128,-74.006,37.0,0.0,0.0,0,0.0,3.6375861597263857,0.16094629057309573,0,0,0,0,0,0,0,0,0,0,0,0,none
988c24c9-61b1-4d22-a280-1c4510435a10,USR-0001,2024-01-08 08:21:00,fingerprint,0.7965,DEV-0038,New York,1,success,121,False,,8,0,0,0.8116689655172413,0.05242699253513872,-0.2893350311306619,40.7128,-74.006,New York,40.7128,-74.006,820.0,0.0,0.0,0,0.0,6.710523109452428,0.15944728464748448,0,0,0,0,0,0,0,0,0,0,0,0,none
aefcfad8-efc8-4849-b3aa-7efe4458a885,USR-0001,2024-01-08 09:32:00,keystroke_dynamics,0.7794,DEV-0006,New York,1,success,204,False,,9,0,0,0.8116689655172413,0.05242699253513872,-0.6155028918665011,40.7128,-74.006,New York,40.7128,-74.006,71.0,0.0,0.0,0,0.0,4.276666119016055,0.15752400869762861,0,0,0,0,0,0,0,0,0,0,0,0,none
972a8469-1641-4f82-8b9d-2434e465e150,USR-0001,2024-01-08 15:38:00,fingerprint,0.9148,DEV-0036,New York,1,success,210,False,,15,0,0,0.8116689655172413,0.05242699253513872,1.967136192556458,40.7128,-74.006,New York,40.7128,-74.006,366.0,0.0,0.0,0,0.0,5.905361848054571,0.12727305874920064,0,0,0,0,0,0,0,0,0,0,0,0,none
5be6128e-18c2-4797-a142-ea7d17be3111,USR-0001,2024-01-08 19:18:00,fingerprint,0.7509,DEV-0015,New York,1,success,195,False,,19,0,0,0.8116689655172413,0.05242699253513872,-1.159115993092899,40.7128,-74.006,New York,40.7128,-74.006,220.0,0.0,0.0,0,0.0,5.3981627015177525,0.16760486754163367,0,0,0,0,0,0,0,0,0,0,0,0,none
